AtcoCode,Direction,PlateCode,Latitude,Longitude,StopLoadDay,RoutesPassingThrough,RoutesPassingThroughCount,OperatorsPassingThrough,OperatorsPassingThroughCount,ShortCommonName_en,ShortCommonName_ga,isRTPI,HasPole,HasShelter,CarouselType,FlagData,StopAccessibility,WheelchairAccessibility
838000386,1,0,51.85604834,-8.280900427,49," 200, 211",2, Barrys Coaches,1,NULL,NULL,,Unknown,Unknown,Unknown,Unknown,NULL,NULL
838000386,0,0,51.85604834,-8.280900427,49," 200, 211, 250",3, Barrys Coaches,1,NULL,NULL,,Unknown,Unknown,Unknown,Unknown,NULL,NULL
8370B2562201,1,256221,51.91665644,-8.477956241,49," 201, 203",2,NULL,0,Fairfield Avenue,Páirc an Aonaigh,0,Pole,No Shelter,Short Carousel,TFI Small,1,1
8370B2437101,0,243711,51.91966649,-8.464817293,49," 207, 207a",2,NULL,0,Glenthorn Drive,Cde Ghln na Sceach,0,Pole,No Shelter,Short Carousel,TFI Small,1,1
8370B2436901,0,243691,51.91930666,-8.467154084,49," 207, 207a",2,NULL,0,Glenthorn Road,Br Ghleann na Sceach,0,Pole,No Shelter,Short Carousel,TFI Small,1,1
8370B2426701,1,242671,51.9142316,-8.48400641,49," 201, 203",2,NULL,0,Knockpogue Avenue,Asc na Cnapóige,0,No Pole,Shelter,None,Circular,0,0
8370B2425701,1,242571,51.91624837,-8.474390508,49," 201, 203",2,NULL,0,Old Commons Road,Snbhr an Choimín,0,No Pole,Shelter,Shelter Panel,Circular,0,0
8370B2425501,1,242551,51.91560304,-8.478366604,49," 201, 203",2,NULL,0,Farranferris Avenue,Fearann Phiarais,0,Pole,No Shelter,Short Carousel,TFI Small,1,1
8370B2425401,1,242541,51.91443985,-8.481450358,49," 201, 203",2,NULL,0,Popham's Road,Bóthar Popham,0,Pole,No Shelter,None,TFI Small,1,1
8350DB004421,1,4421,53.20778345,-6.119659187,49,185,1, Go-Ahead,1,Beech Road,Bóthar na Feá,0,Pole,No Shelter,None,Circular,1,0
8350DB004421,0,4421,53.20778345,-6.119659187,49,185,1, Go-Ahead,1,Beech Road,Bóthar na Feá,0,Pole,No Shelter,None,Circular,1,0
8350DB002113,1,2113,53.20958583,-6.118247709,49,185,1, Go-Ahead,1,St Peter's Road,Bóthar Pheadair,0,Pole,No Shelter,None,Circular,1,1
8350DB002113,0,2113,53.20958583,-6.118247709,49,185,1, Go-Ahead,1,St Peter's Road,Bóthar Pheadair,0,Pole,No Shelter,None,Circular,1,1
8310B1340901,0,134091,53.43007685,-6.460692526,49," 105, 109, 109b",3,NULL,0,Bracetown Park,Baile an Bhreáigh,0,Pole,No Shelter,Short Carousel,Stretched,0,0
8310B1326201,1,132621,53.67420447,-6.286548524,49,912,1, Matthews Coach Hire,1,Laytown Road,Bóthar na hInse,0,No Pole,Shelter,None,None,0,0
8310B1326201,0,132621,53.67420447,-6.286548524,49," 100, 101, 101x, 912",4, Matthews Coach Hire,1,Laytown Road,Bóthar na hInse,0,No Pole,Shelter,None,None,0,0
8310B103241,1,103241,53.45105087,-7.020453372,49," 845, 847",2, Kearns Transport,1,Clonard,Cluain Ioraird,0,Pole,No Shelter,Short Carousel,Stretched,0,0
8310B103241,0,103241,53.45105087,-7.020453372,49," 115, 845",2, Kearns Transport,1,Clonard,Cluain Ioraird,0,Pole,No Shelter,Short Carousel,Stretched,0,0
8260DB007110,1,7110,53.34279112,-6.514885553,49," 67, 67x",2, Dublin Bus,1,The Orchard,An tÚllord,0,Pole,No Shelter,None,Circular,1,1
8260DB007108,1,7108,53.33802247,-6.537756203,49," 67, 67x",2, Dublin Bus,1,Riverview,Radharc na hAbhann,0,Pole,No Shelter,Short Carousel,Circular,1,0
8260DB003941,1,3941,53.34604652,-6.499227371,49," 67, 67x",2, Dublin Bus,1,Backweston Park,Páirc Bhacastúin,0,Pole,No Shelter,None,Circular,1,1
8260DB003940,1,3940,53.34554628,-6.501617974,49," 67, 67x",2, Dublin Bus,1,Backweston,Bhacastúin,0,Pole,No Shelter,None,Circular,1,1
8260DB003939,1,3939,53.34461509,-6.506201342,49," 67, 67x",2, Dublin Bus,1,Coneyburrow,An Coinicéar,0,Pole,No Shelter,None,Circular,1,1
8260DB003938,1,3938,53.3433431,-6.512298224,49," 67, 67x",2, Dublin Bus,1,Celbridge Park,Páirc Chill Droichid,0,No Pole,Shelter,None,Circular,1,1
8260DB003936,1,3936,53.34202061,-6.518696847,49," 67, 67x",2, Dublin Bus,1,Ballyoulster,Baile Ualstair,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8260DB003935,1,3935,53.33974679,-6.529602996,49," 67, 67x",2, Dublin Bus,1,Donacumper Cemetery,Domhnach Comair,0,Pole,No Shelter,None,Circular,1,0
8260DB003923,1,3923,53.35207902,-6.546558334,49," 67, 67x",2, Dublin Bus,1,Thornhill,Cnoc an Draighin,0,Pole,No Shelter,Short Carousel,Stretched,1,1
8260DB003922,1,3922,53.3553811,-6.546851586,49," 67, 67x",2, Dublin Bus,1,Crodaun Forest Park,Pc Foraoise Crodaun,0,Pole,No Shelter,Short Carousel,Circular,1,1
8260DB003921,1,3921,53.35901115,-6.55120518,49," 67, 67x",2, Dublin Bus,1,Salesian College,Coláiste Sailéiseach,0,No Pole,Shelter,None,Circular,1,1
8260B1038201,1,103821,53.22181599,-6.656656286,49,737,1, J.J Kavanagh & Sons,1,St Corban's Place,Plás N Corban,0,No Pole,Shelter,None,None,1,1
8260B1038201,0,103821,53.22181599,-6.656656286,49," 125, 126, 126a, 126d, 126t, 130",6, GoAhead Commuter,1,St Corban's Place,Plás N Corban,0,No Pole,Shelter,None,None,1,1
8250DB007188,1,7188,53.29947658,-6.174747752,49," 84, 84a",2, Dublin Bus,1,Temple Road,Bóthar an Teampaill,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8250DB007188,0,7188,53.29947658,-6.174747752,49," 84, 84a",2, Dublin Bus,1,Temple Road,Bóthar an Teampaill,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8240DB007172,0,7172,53.52098606,-6.109192489,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Old Road,An Seanbhóthar,0,Pole,No Shelter,None,Circular,1,0
8240DB004744,0,4744,53.41960693,-6.418116096,49," 236, 236a, 38, 38d, 870",5," Dublin Bus, Express Bus, Go-Ahead",3,IBM Campus,Campas IBM,0,No Pole,Shelter,None,None,1,1
8240DB003802,0,3802,53.58182212,-6.125493349,49," 33, 33a, 33e, 33x, 533",5," Dublin Bus, Go-Ahead, Swords Express",3,Mourne View,Rc Bheanna Boirche,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8240DB003801,0,3801,53.58063985,-6.127478892,49," 33, 33a, 33e, 33x, 533",5," Dublin Bus, Go-Ahead, Swords Express",3,North Cliff Heights,Arda Northcliffe,0,Pole,No Shelter,None,Circular,1,1
8240DB003798,1,3798,53.58034487,-6.10702708,49,533,1, Swords Express,1,Skerries,Na Sceirí,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8240DB003798,0,3798,53.58034487,-6.10702708,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Skerries,Na Sceirí,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8240DB003797,1,3797,53.57868976,-6.106376117,49,533,1, Swords Express,1,Strand Street,Sráid na Trá,0,Pole,No Shelter,None,Circular,1,1
8240DB003797,0,3797,53.57868976,-6.106376117,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Strand Street,Sráid na Trá,0,Pole,No Shelter,None,Circular,1,1
8240DB003795,1,3795,53.57504566,-6.104424812,49,533,1, Swords Express,1,Brookville Lane,Baile an tSrutháin,0,Pole,No Shelter,None,Circular,1,1
8240DB003795,0,3795,53.57504566,-6.104424812,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Brookville Lane,Baile an tSrutháin,0,Pole,No Shelter,None,Circular,1,1
8240DB003793,1,3793,53.56990794,-6.101242162,49,533,1, Swords Express,1,Shenick Road,Bóthar Sionnaigh,0,Pole,No Shelter,None,Circular,1,1
8240DB003793,0,3793,53.56990794,-6.101242162,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Shenick Road,Bóthar Sionnaigh,0,Pole,No Shelter,None,Circular,1,1
8240DB003791,1,3791,53.56251028,-6.103475786,49,533,1, Swords Express,1,Hacketstown Cottages,Baile an Haicéadaigh,0,Pole,No Shelter,None,Circular,1,1
8240DB003791,0,3791,53.56251028,-6.103475786,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Hacketstown Cottages,Baile an Haicéadaigh,0,Pole,No Shelter,None,Circular,1,1
8240DB003785,1,3785,53.53910411,-6.092662746,49,533,1, Swords Express,1,Rush Athletic FC,Rush Athletic FC,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8240DB003785,0,3785,53.53910411,-6.092662746,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Rush Athletic FC,Rush Athletic FC,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8240DB003784,1,3784,53.53384045,-6.09062128,49,533,1, Swords Express,1,Clifflands,Fearann na hAille,0,Pole,No Shelter,None,Circular,1,1
8240DB003784,0,3784,53.53384045,-6.09062128,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Clifflands,Fearann na hAille,0,Pole,No Shelter,None,Circular,1,1
8240DB003783,1,3783,53.52972942,-6.09153035,49,533,1, Swords Express,1,Rush Cricket Club,Club Cruic an Rois,0,Pole,No Shelter,None,Circular,1,0
8240DB003783,0,3783,53.52972942,-6.09153035,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Rush Cricket Club,Club Cruic an Rois,0,Pole,No Shelter,None,Circular,1,0
8240DB003781,1,3781,53.52347048,-6.091329125,49,533,1, Swords Express,1,Skerries Road,Bóthar na Sceirí,0,Pole,No Shelter,None,Circular,1,1
8240DB003781,0,3781,53.52347048,-6.091329125,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Skerries Road,Bóthar na Sceirí,0,Pole,No Shelter,None,Circular,1,1
8240DB003778,1,3778,53.52272483,-6.096988521,49,533,1, Swords Express,1,Rush Main Street,Príomhshráid An Ros,0,Pole,No Shelter,None,Circular,1,1
8240DB003778,0,3778,53.52272483,-6.096988521,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Rush Main Street,Príomhshráid An Ros,0,Pole,No Shelter,None,Circular,1,1
8240DB003777,1,3777,53.52261829,-6.101593522,49,533,1, Swords Express,1,St Maur's Church,Eaglais Naomh Maur,0,Pole,No Shelter,None,Circular,1,1
8240DB003777,0,3777,53.52261829,-6.101593522,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,St Maur's Church,Eaglais Naomh Maur,0,Pole,No Shelter,None,Circular,1,1
8240DB003775,1,3775,53.52151413,-6.106212839,49,533,1, Swords Express,1,Millbank Court,Bruach an Mhuilinn,0,Pole,No Shelter,None,Circular,1,1
8240DB003775,0,3775,53.52151413,-6.106212839,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Millbank Court,Bruach an Mhuilinn,0,Pole,No Shelter,None,Circular,1,1
8240DB003774,0,3774,53.51890397,-6.116222644,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Healy's Lane,Lána Uí Éalaithe,0,Pole,No Shelter,None,Circular,1,0
8240DB003773,0,3773,53.51790686,-6.123686728,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Carthy's Lane,Lána Mhic Cárthaigh,0,Pole,No Shelter,None,Circular,1,0
8240DB003772,0,3772,53.51814701,-6.126390703,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Spout Road,Bóthar an Tobair,0,Pole,No Shelter,Short Carousel,Circular,1,0
8240DB003771,0,3771,53.51869264,-6.131388673,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Whitestown Road,Baile an Fhaoitigh,0,Pole,No Shelter,None,Circular,1,0
8240DB003769,0,3769,53.52050216,-6.138487987,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Beau Hill,Cnoc Dromainne,0,Pole,No Shelter,None,Circular,1,0
8240DB003767,0,3767,53.52203534,-6.148661691,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Rosewood,Coill na Rós,0,Pole,No Shelter,None,Circular,1,0
8240DB003766,0,3766,53.52236506,-6.153126807,49," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Lusk House,Teach Lusca,0,Pole,No Shelter,None,Circular,1,0
8240B1007401,1,100741,53.59338023,-6.185503366,49," 101, 101x",2,NULL,0,Balrothery,Baile an Ridire,0,Pole,No Shelter,Short Carousel,Stretched,0,1
8240B1007401,0,100741,53.59338023,-6.185503366,49,191,1, James Carolan,1,Balrothery,Baile an Ridire,0,Pole,No Shelter,Short Carousel,Stretched,0,1
8240B1007301,1,100731,53.59580854,-6.183238764,49," 101, 101x",2,NULL,0,Balbriggan Golf Club,CG Bhaile Brigín,0,Pole,Shelter,Short Carousel,Stretched,0,1
8240B1007301,0,100731,53.59580854,-6.183238764,49,191,1, James Carolan,1,Balbriggan Golf Club,CG Bhaile Brigín,0,Pole,Shelter,Short Carousel,Stretched,0,1
8230DB007141,0,7141,53.33968977,-6.440868516,49, 25b,1, Dublin Bus,1,Haydens Park,Páirc Uí Éideáin,0,Pole,No Shelter,None,Circular,1,1
8230DB007140,0,7140,53.33923077,-6.437386277,49, 25b,1, Dublin Bus,1,Rossberry Avenue,Ascaill Ros Beirigh,0,Pole,No Shelter,None,Circular,1,1
8230DB007138,0,7138,53.34129234,-6.445210268,49, 25b,1, Dublin Bus,1,Johnsbridge Avenue,Asc Dhroichead Eoin,0,Pole,No Shelter,None,Circular,1,1
8230DB007128,0,7128,53.33796708,-6.456999159,49," 25b, 25d",2, Dublin Bus,1,Castlegate Walk,Geata an Chaisleáin,0,No Pole,Shelter,Shelter Panel,Circular,0,0
8230DB007118,0,7118,53.33733864,-6.464019484,49," 25b, 25d",2, Dublin Bus,1,Stratton Grove,Garrán Stratton,0,Pole,No Shelter,None,Circular,1,1
8230DB007117,0,7117,53.33764017,-6.46091525,49," 25b, 25d",2, Dublin Bus,1,Castlegate Drive,Geata an Chaisleáin,0,Pole,No Shelter,None,Circular,1,1
8230DB006289,0,6289,53.33617004,-6.467500135,49," 25b, 25d",2, Dublin Bus,1,Adamstown Station,Stáis Bhaile Adaim,0,Pole,No Shelter,None,Circular,1,1
8230DB004361,0,4361,53.35561158,-6.371211958,49,18,1, Go-Ahead,1,Palmerstown Village,Srbhl Bhaile Phámar,0,Pole,No Shelter,Short Carousel,Circular,1,1
8230DB004360,0,4360,53.35715395,-6.37358695,49,18,1, Go-Ahead,1,Robin Villas,Bltíní na Spideoige,0,Pole,No Shelter,None,Circular,1,1
8230DB004359,0,4359,53.35797495,-6.379099475,49,18,1, Go-Ahead,1,Hollyville Lawn,Plásóg Hollyville,0,Pole,No Shelter,Short Carousel,Stretched,1,1
8230DB003946,1,3946,53.35611534,-6.475317639,49," 67, 67x",2, Dublin Bus,1,Weston Estate,Eastát Weston,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB003945,1,3945,53.35370171,-6.479865358,49," 67, 67x",2, Dublin Bus,1,Weston Aerodrome,Aeradróm Weston,0,Pole,No Shelter,None,Stretched,1,1
8230DB003943,1,3943,53.3470719,-6.494294919,49," 67, 67x",2, Dublin Bus,1,Dept of Agriculture,An Rn Talmhaíochta,0,Pole,No Shelter,None,Circular,0,0
8230DB002599,1,2599,53.29344189,-6.32132913,49," 54a, 65",2, Dublin Bus,1,Spawell Centre,Ionad Spawell,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB002597,1,2597,53.28944973,-6.335330532,49," 54a, 65",2, Dublin Bus,1,Basketball Arena,Láthair na Cispheile,0,Pole,No Shelter,None,Circular,1,1
8230DB002595,1,2595,53.288987,-6.348593231,49," 54a, 65",2, Dublin Bus,1,Bancroft Road,Bóthar Bancroft,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB002594,1,2594,53.28828766,-6.356524889,49," 54a, 65",2, Dublin Bus,1,Lifegate Church,Eaglais Lifegate,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB001115,1,1115,53.31159843,-6.307379992,49, 15a,1, Dublin Bus,1,Whitehall Gardens,Grdí an Halla Bháin,,Unknown,Unknown,Unknown,Unknown,NULL,NULL
8230DB001114,1,1114,53.31034373,-6.310806261,49, 15a,1, Dublin Bus,1,Priory Walk,Sln na Prióireachta,,Unknown,Unknown,Unknown,Unknown,NULL,NULL
8230DB001113,1,1113,53.30902314,-6.315300403,49, 15a,1, Dublin Bus,1,Glendale Park,Páirc an Ghleanna,,Unknown,Unknown,Unknown,Unknown,NULL,NULL
8230DB001112,1,1112,53.30765872,-6.318610489,49, 15a,1, Dublin Bus,1,Whitehall Road,Br an Halla Bháin,0,Pole,No Shelter,Short Carousel,Circular,1,1
8230DB001110,1,1110,53.30473089,-6.323242112,49, 15a,1, Dublin Bus,1,Wellington Lane,Lána Wellington,0,Pole,No Shelter,Short Carousel,Circular,1,1
8230DB001109,1,1109,53.30445188,-6.325773907,49, 15a,1, Dublin Bus,1,Mountdown Park,Páirc Chnoc an Dúin,0,Pole,No Shelter,Short Carousel,Circular,1,1
8230DB001108,1,1108,53.30451901,-6.328637264,49, 15a,1, Dublin Bus,1,St Peter's School,Scoil Pheadair,0,Pole,No Shelter,Short Carousel,Circular,1,1
8230DB001107,1,1107,53.30443255,-6.332091816,49, 15a,1, Dublin Bus,1,Limekiln Road,Bóthar na Tiníleach,0,Pole,No Shelter,Short Carousel,Circular,1,1
8230DB001105,1,1105,53.30711319,-6.334178203,49, 15a,1, Dublin Bus,1,Greenhills College,Col na nGlaschnoc,0,Pole,No Shelter,Short Carousel,Stretched,0,0
8220DB004527,0,4527,53.3216135,-6.26685858,49,18,1, Go-Ahead,1,Rathmines,Ráth Maonais,0,Pole,No Shelter,Short Carousel,Stretched,1,1
8220DB002790,0,2790,53.32463751,-6.256647706,49,18,1, Go-Ahead,1,Oakley Road,Bóthar Oakley,0,Pole,No Shelter,None,Circular,1,1
8220DB002789,0,2789,53.32371645,-6.259432462,49,18,1, Go-Ahead,1,Charleston Avenue,Ascaill Charleston,0,Pole,No Shelter,None,Circular,1,1
8220DB002788,0,2788,53.32283865,-6.263341217,49,18,1, Go-Ahead,1,Castlewood Avenue,Fiodh an Chaisleáin,0,Pole,No Shelter,Short Carousel,Circular,1,1
8220DB002787,0,2787,53.32510074,-6.341449068,49,18,1, Go-Ahead,1,Walkinstown Avenue,Asc Bhaile Bhailcín,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB002786,0,2786,53.32784181,-6.343369532,49,18,1, Go-Ahead,1,Kylemore Luas,An Choill Mór Luas,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB002785,0,2785,53.33008399,-6.344964224,49,18,1, Go-Ahead,1,Bluebell Avenue,Cloigín Ghoirm,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB002784,0,2784,53.33523899,-6.34661158,49,18,1, Go-Ahead,1,Kylemore Way,Blch na Coille Móire,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB001502,1,1502,53.34742107,-6.254095927,49," 783, 784, 824",3," National Express, PJ Martley",2,Tara Street Station,Stn Sd na Teamhrach,1,Pole,No Shelter,Trueform,Trueform,1,1
8220DB001421,0,1421,53.32495077,-6.320452663,49,18,1, Go-Ahead,1,Crumlin Hospital,Ospidéal Chromghlinne,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220B135411,1,135411,53.33240421,-6.252412023,49, nx,1,NULL,0,Wilton Terrace,Ardán Wilton,0,No Pole,No Shelter,None,None,0,0
8530B140811,1,140811,54.5009656,-8.189782297,48," 292, 30, 480, 983, x30",5, Local Link Donegal Sligo Leitrim,1,Ballyshannon,Béal Átha Seanaidh,0,No Pole,No Shelter,None,None,1,0
8530B140811,0,140811,54.5009656,-8.189782297,48," 292, 64, 983",3, Local Link Donegal Sligo Leitrim,1,Ballyshannon,Béal Átha Seanaidh,0,No Pole,No Shelter,None,None,1,0
8400B6055701,0,605571,52.66511135,-8.626480098,48," 301, 323, 323x, 341, 345",5,NULL,0,Arthurs Quay,Cé Artúir,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8370B246811,0,246811,51.9078415,-8.509284362,48,202,1,NULL,0,Courtown Drive Junc,Acl Bhaile na Cúirte,0,No Pole,No Shelter,None,None,0,0
8370B2439701,1,243971,51.88147199,-8.484714858,48, 209a,1,NULL,0,Patrick Trahy Junc,Acl P Uí Throithigh,0,Pole,No Shelter,Short Carousel,TFI Small,1,1
8370B2439701,0,243971,51.88147199,-8.484714858,48,203,1,NULL,0,Patrick Trahy Junc,Acl P Uí Throithigh,0,Pole,No Shelter,Short Carousel,TFI Small,1,1
8370B2422801,1,242281,51.88375719,-8.484245558,48, 209a,1,NULL,0,Fr Dominic Place,Plás an Ath Doiminic,0,Pole,No Shelter,Short Carousel,TFI Small,1,1
8370B2422801,0,242281,51.88375719,-8.484245558,48,203,1,NULL,0,Fr Dominic Place,Plás an Ath Doiminic,0,Pole,No Shelter,Short Carousel,TFI Small,1,1
8370B2422701,1,242271,51.87951296,-8.48456307,48, 209a,1,NULL,0,The Acre,An tAcra,0,No Pole,Shelter,None,Circular,0,0
8370B2422701,0,242271,51.87951296,-8.48456307,48,203,1,NULL,0,The Acre,An tAcra,0,No Pole,Shelter,None,Circular,0,0
8370B2371801,1,237181,51.89090728,-8.39947809,48,202,1,NULL,0,Rockwood Estate,Eas Chll na Carraige,0,Pole,No Shelter,None,Circular,1,1
8370B2371701,1,237171,51.89085665,-8.403777959,48,202,1,NULL,0,Nagle Comm College,CP de Nógla,0,No Pole,Shelter,None,None,0,0
8370B2366301,0,236631,51.90556234,-8.506250276,48,202,1,NULL,0,Scoil Mhuire,Scoil Mhuire,0,Pole,No Shelter,Short Carousel,TFI Small,1,1
8370B2366201,0,236621,51.90627386,-8.508016783,48,202,1,NULL,0,Courtown Park,Pc Bhaile na Cúirte,0,Pole,No Shelter,None,Circular,1,1
8370B2366101,0,236611,51.90784423,-8.506566604,48,202,1,NULL,0,Kilmore Road,Br na Cille Móire,0,Pole,No Shelter,Short Carousel,TFI Small,1,1
8370B2366001,0,236601,51.90836672,-8.502110606,48,202,1,NULL,0,Kilmore Road Lower,Br na Cille Móire Í,0,Pole,No Shelter,Short Carousel,TFI Small,1,1
8370B2365901,0,236591,51.90777025,-8.498630423,48,202,1,NULL,0,Knocknaheeney Avenue,Asc Chnoc na hAoine,0,Pole,No Shelter,Short Carousel,TFI Small,0,0
8350DB004844,1,4844,53.17437571,-6.139282279,48,145,1, Dublin Bus,1,Glencormack Road,Br Ghleann Chormac,0,Pole,No Shelter,Long Carousel,Circular,1,1
8350DB004844,0,4844,53.17437571,-6.139282279,48," 45a, 45b",2, Go-Ahead,1,Glencormack Road,Br Ghleann Chormac,0,Pole,No Shelter,Long Carousel,Circular,1,1
8340B3316201,1,331621,52.33467072,-6.455620224,48," 370, 390, 40",3, Wexford Bus,1,Trinity Street,Sráid na Tríonóide,0,Pole,No Shelter,Other,"Circular,Other",1,1
8340B3316201,0,331621,52.33467072,-6.455620224,48," wx1, wx2",2, Wexford Bus,1,Trinity Street,Sráid na Tríonóide,0,Pole,No Shelter,Other,"Circular,Other",1,1
8330B1354401,1,135441,53.45461781,-7.100322688,48,115,1,NULL,0,Kinnegad,Cionn Átha Gad,0,Pole,Shelter,Short Carousel,Vinyl,0,1
8330B1354401,0,135441,53.45461781,-7.100322688,48," 763, 845, 847",3," Citylink, Kearns Transport",2,Kinnegad,Cionn Átha Gad,0,Pole,Shelter,Short Carousel,Vinyl,0,1
8310B1018001,1,101801,53.64196885,-6.670760119,48," 109, 109a, 109x",3,NULL,0,Ardboyne Hotel,Óstán Ardboyne,1,Pole,No Shelter,Short Carousel,Stretched,1,1
8300B106501,1,106501,53.72356724,-6.355371852,48," 100, 168, 182, 182a, 190",5,NULL,0,Drogheda Hospital,Ospidéal,0,Pole,No Shelter,Short Carousel,Stretched,0,0
830000029,1,0,53.98421647,-6.39592613,48,169,1, Halpenny Transport,1,Dundalk IT,IT Dhún Dealgan,0,No Pole,Shelter,None,None,1,1
830000029,0,0,53.98421647,-6.39592613,48," 169, 917",2, Halpenny Transport,1,Dundalk IT,IT Dhún Dealgan,0,No Pole,Shelter,None,None,1,1
8250DB003543,1,3543,53.23372864,-6.123360944,48," 45a, 45b, 7d",3," Dublin Bus, Go-Ahead",2,St Anne's Church,Séipéal San Anna,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8250DB003536,1,3536,53.25386108,-6.124967677,48," 45a, 45b, 7d",3," Dublin Bus, Go-Ahead",2,Ballybrack Village,Baile Bhric,0,Pole,No Shelter,Short Carousel,Stretched,1,1
8250DB003535,1,3535,53.25681752,-6.127206594,48," 45a, 45b, 7d",3," Dublin Bus, Go-Ahead",2,Church Road,Bóthar Theampall,0,Pole,No Shelter,Short Carousel,Circular,1,1
8240DB007327,1,7327,53.43400824,-6.150549122,48," 42, 42d",2, Dublin Bus,1,Blackwood Lane,Coille Duibhe,0,Pole,No Shelter,None,Circular,1,0
8240DB007327,0,7327,53.43400824,-6.150549122,48,142,1, Dublin Bus,1,Blackwood Lane,Coille Duibhe,0,Pole,No Shelter,None,Circular,1,0
8240DB006077,0,6077,53.57590241,-6.118838749,48," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Skerries Station,Stáisiun na Sceiri,0,Pole,No Shelter,None,Circular,1,1
8240DB006076,0,6076,53.57746035,-6.112185013,48," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Skerries GAA Club,Club CLG na Sceirí,0,Pole,No Shelter,Short Carousel,Circular,1,1
8240DB006053,1,6053,53.43411912,-6.143214369,48," 42, 42d",2, Dublin Bus,1,Malahide Golf Club,Clb Glf Mhullach Íde,0,Pole,No Shelter,None,Circular,1,1
8240DB006053,0,6053,53.43411912,-6.143214369,48,142,1, Dublin Bus,1,Malahide Golf Club,Clb Glf Mhullach Íde,0,Pole,No Shelter,None,Circular,1,1
8240DB006051,1,6051,53.43475688,-6.137993811,48," 42, 42d",2, Dublin Bus,1,PSLC,PSLC,0,Pole,No Shelter,None,Circular,1,1
8240DB006051,0,6051,53.43475688,-6.137993811,48,142,1, Dublin Bus,1,PSLC,PSLC,0,Pole,No Shelter,None,Circular,1,1
8240DB005175,0,5175,53.48971929,-6.196593405,48," 33, 33a, 33x",3," Dublin Bus, Go-Ahead",2,Batter Lane,Lána Batter,0,No Pole,No Shelter,None,None,1,0
8240DB003794,0,3794,53.57301176,-6.101994004,48," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Skerries RFC,RFC Na Sceirí,0,Pole,No Shelter,None,Circular,1,1
8240DB003792,0,3792,53.56600895,-6.102488823,48," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Hacketstown Park,Pc Bh an Haicéadaigh,0,Pole,No Shelter,None,Circular,1,1
8240DB003790,0,3790,53.55863141,-6.102592641,48," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Pierstown Lane,Lána Bhaile Phiarais,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8240DB003789,0,3789,53.55413566,-6.101918395,48," 33, 33a, 33e, 33x",4," Dublin Bus, Go-Ahead",2,Thomastown Resevoir,Taiscumar,0,Pole,No Shelter,None,Circular,1,0
